department,urban.rural,treatment,ID_IE,HM_Sex,HM_Age,Year_HM_ttl,Year_HM_this_school,HM_Highest_Degree_highschool,HM_Highest_Degree_bachelor,HM_Highest_Degree_master,HM_Highest_Degree_doctor,HM_Highest_Degree_professorate,HM_Highest_Degree_other,HM_Teacher_Title__1,HM_Teacher_Title__2,HM_Teacher_Title__3,HM_Degree_Teacher__1,HM_Degree_Teacher__2,HM_Degree_Teacher__3,HM_Degree_Teacher__4,HM_Degree_Teacher__5,HM_Degree_Teacher__6,HM_Degree_Teacher__7,HM_Degree_Teacher__8,Number_G7_Students_AM_r,Number_G7_Students_PM_r,Number_total_Students,School_Facility__1,School_Facility__2,School_Facility__3,School_Facility__4,School_Facility__5,School_Facility__6,School_Facility__7,School_Facility__8,Internet_Place__3,Meal_Provision,Donor_Project,Donor_Project__2,Donor_Project__3,Donor_Project__4,Donor_Project__5,Donor_Project__6,Donor_Project__7,Donor_Project__8,Donor_Project__9,Donor_Project__10,Donor_Project__11,Donor_Project__12,Donor_Project__13,Donor_Project__14,Donor_Project__15,Donor_Project__16,Donor_Project__17,Donor_Project__18,Donor_Project__19,Donor_Project__20,Difficult_teach_e__1,Difficult_teach_e__2,Difficult_teach_e__3,Difficult_teach_e__4,Difficult_teach_e__5,Difficult_teach_e__6,Suggestion_to_Teachr__1,Suggestion_to_Teachr__2,Suggestion_to_Teachr__3,Suggestion_to_Teachr__4,Suggestion_to_Teachr__5,Suggestion_to_Teachr__6,RP_e,RP_Frequency,RP_Participant_schls__1,RP_Participant_schls__2,RP_Participant_schls__3,RP_Participant_schls__4,RP_Theme_test_e,RP_Theme_test_cmpr_e,RP_Theme_test_rvw_e,Meeting_Parents_Association,Vice_Headmaster,Number_of_Teachers,Observe_Lesson,Observe_Lesson_G7_e,same_HM_YorN_f,timing_end,timing_fus,treatment_d,treatment_2018,treatment_2019
CABANAS,Rural,Control,7560537,0,40,4,4,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,10,108,1,0,1,0,0,0,1,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,2,1,1,4,1,1,1,0,1,0,0,0
CABANAS,Rural,Control,7560537,0,40,4,4,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,10,108,1,0,1,0,0,0,1,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,0,0,1,1,1,1,1,4,1,1,1,1,0,0,0,0
CABANAS,Rural,Control,7538652,1,38,9,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,2,0,55,1,1,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,2,0,1,0,0,1,2,1,1,0,3,1,1,2,1,0,0,0,0
CABANAS,Rural,Control,7538652,0,45,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,55,1,1,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,2,1,0,0,0,1,1,1,1,0,3,1,1,2,0,1,0,0,0
CABANAS,Rural,Control,7546230,1,33,5,5,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,8,91,1,1,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,2,1,0,1,0,1,1,1,1,1,4,1,1,1,0,1,0,0,0
CABANAS,Rural,Control,7546230,1,33,5,5,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,8,91,1,1,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,1,1,3,1,1,0,0,1,2,1,1,1,4,1,1,1,1,0,0,0,0
CABANAS,Rural,Treatment,6822870,0,41,15,15,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,6,79,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1,1,1,0,4,1,1,1,0,1,1,0,1
CABANAS,Rural,Treatment,6822870,0,41,15,15,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,6,79,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,1,2,1,1,0,4,1,1,1,1,0,1,1,0
SAN VICENTE,Rural,Control,3867229,1,63,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,4,0,38,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,2,1,1,0,0,1,2,1,1,0,3,2,2,1,0,1,0,0,0
SAN VICENTE,Rural,Control,3867229,1,63,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,4,0,38,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,1,2,1,1,1,0,2,NA,NA,1,0,3,1,1,1,1,0,0,0,0
SAN VICENTE,Rural,Control,3865610,0,45,8,8,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,11,93,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1,1,2,1,1,0,0,1,1,1,1,2,8,1,1,1,0,1,0,0,0
SAN VICENTE,Rural,Control,3865610,0,45,8,8,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,11,93,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,2,0,1,0,0,1,1,1,1,2,8,1,1,1,1,0,0,0,0
SAN VICENTE,Rural,Treatment,3706176,1,40,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,16,127,1,1,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,1,0,1,2,0,0,1,0,1,1,1,1,1,6,1,1,1,1,0,1,1,0
SAN VICENTE,Rural,Treatment,3706176,1,40,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,16,127,1,1,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0,1,0,1,2,0,0,1,0,1,1,1,1,1,6,1,1,1,0,1,1,0,1
SAN VICENTE,Rural,Control,3860515,1,48,18,18,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,10,90,1,1,1,0,1,0,1,0,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,2,1,0,0,0,1,1,1,1,0,7,1,1,1,0,1,0,0,0
SAN VICENTE,Rural,Control,3860515,1,48,18,18,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,10,90,1,1,1,0,1,0,1,0,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,2,0,1,0,0,2,NA,NA,1,0,7,1,1,1,1,0,0,0,0
SAN VICENTE,Rural,Treatment,3703227,1,42,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,20,176,1,1,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1,2,0,1,0,0,1,1,1,1,1,8,1,1,2,0,1,1,0,1
SAN VICENTE,Rural,Treatment,3703227,1,41,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,20,176,1,1,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,1,1,2,1,1,8,2,2,2,1,0,1,1,0
SAN VICENTE,Rural,Treatment,3714089,1,46,13,10,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,15,120,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,1,2,0,1,0,0,1,1,1,1,2,11,1,1,1,0,1,1,0,1
SAN VICENTE,Rural,Treatment,3714089,1,46,13,10,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,15,120,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,2,1,1,0,0,1,1,1,1,2,11,1,1,1,1,0,1,1,0
SAN VICENTE,Rural,Control,3884221,0,45,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,13,87,1,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,2,0,1,0,0,1,1,1,1,1,6,1,1,2,0,1,0,0,0
SAN VICENTE,Rural,Control,3884221,0,40,14,9,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,13,87,1,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,1,0,1,1,0,0,1,2,0,1,0,0,2,NA,NA,1,1,6,1,1,2,1,0,0,0,0
SAN VICENTE,Rural,Treatment,3687854,0,43,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,19,168,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1,1,0,1,0,0,1,3,0,1,0,0,1,1,1,1,2,10,2,2,2,0,1,1,0,1
SAN VICENTE,Rural,Treatment,3687854,1,44,10,10,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,19,168,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1,1,1,0,0,0,1,2,1,1,1,0,2,NA,NA,1,2,10,1,1,2,1,0,1,1,0
SAN VICENTE,Rural,Treatment,3689740,0,40,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,28,158,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,1,0,1,1,1,1,0,7,1,1,2,1,0,1,1,0
SAN VICENTE,Rural,Treatment,3689740,1,51,0,2,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,28,158,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,1,1,1,1,0,7,2,2,2,0,1,1,0,1
SAN VICENTE,Rural,Control,3896206,1,38,9,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,11,0,62,1,1,1,0,0,0,1,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0,0,0,1,0,0,1,0,1,1,3,0,1,1,0,1,1,1,1,0,7,1,1,1,0,1,0,0,0
SAN VICENTE,Rural,Control,3896206,1,38,9,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,11,0,62,1,1,1,0,0,0,1,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,2,0,1,0,0,1,1,1,1,0,7,1,1,1,1,0,0,0,0
SAN VICENTE,Rural,Treatment,3685269,0,47,15,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,4,37,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,2,0,1,0,0,1,1,1,1,1,3,1,1,1,0,1,1,0,1
SAN VICENTE,Rural,Treatment,3685269,0,47,15,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,4,37,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,2,0,0,1,0,1,1,1,1,1,3,1,1,1,1,0,1,1,0
SAN VICENTE,Rural,Control,3877546,1,47,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,14,110,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,1,0,1,0,1,2,0,0,1,0,1,1,1,1,1,8,1,1,1,0,1,0,0,0
SAN VICENTE,Rural,Control,3877546,1,47,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,14,110,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,1,0,1,1,1,2,0,0,1,0,1,1,1,1,1,8,1,1,1,1,0,0,0,0
SAN VICENTE,Rural,Control,3899401,1,32,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,25,251,1,1,1,0,0,0,1,1,0,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,1,1,0,1,0,1,1,0,1,0,0,1,1,0,0,0,0,1,1,2,0,1,0,0,1,1,1,1,2,9,2,1,1,1,0,0,0,0
SAN VICENTE,Rural,Control,3899401,1,32,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,25,251,1,1,1,0,0,0,1,1,0,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,1,1,0,1,0,1,1,0,1,0,0,1,0,0,0,0,1,0,1,2,0,1,1,0,1,1,1,1,2,9,1,1,1,0,1,0,0,0
SAN VICENTE,Rural,Treatment,3675659,0,53,20,20,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,26,270,1,1,1,1,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,1,1,0,0,1,1,1,1,1,7,1,1,1,0,1,1,0,1
SAN VICENTE,Rural,Treatment,3675659,0,53,20,20,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,26,270,1,1,1,1,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,2,0,1,0,0,2,NA,NA,1,1,7,1,1,1,1,0,1,1,0
SAN VICENTE,Rural,Treatment,3714320,1,43,15,15,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,25,183,1,1,0,0,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,1,0,1,2,1,1,0,0,1,1,1,1,1,5,1,1,1,0,1,1,0,1
SAN VICENTE,Rural,Treatment,3714320,1,43,15,15,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,25,183,1,1,0,0,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,1,1,1,0,0,1,2,0,1,0,0,1,1,1,1,1,5,1,1,1,1,0,1,1,0
SAN VICENTE,Rural,Control,3867162,0,46,8,8,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,7,61,1,1,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,1,0,1,0,0,1,2,1,1,0,0,1,2,2,1,1,3,1,2,1,1,0,0,0,0
SAN VICENTE,Rural,Control,3867162,0,46,8,8,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,7,61,1,1,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0,0,1,0,1,1,2,1,1,0,0,1,1,1,1,1,3,1,1,1,0,1,0,0,0
SAN VICENTE,Rural,Treatment,3684851,1,35,4,4,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,5,118,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,2,0,1,0,0,1,1,1,1,1,4,1,1,1,0,1,1,0,1
SAN VICENTE,Rural,Treatment,3684851,1,35,4,4,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,5,118,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,2,0,1,0,0,1,2,1,1,1,4,1,1,1,1,0,1,1,0
SAN VICENTE,Rural,Treatment,3681707,1,51,23,23,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,12,128,1,1,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,3,0,1,0,0,2,NA,NA,1,1,6,2,2,1,0,1,1,0,1
SAN VICENTE,Rural,Treatment,3681707,1,51,23,23,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,12,128,1,1,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1,3,1,1,0,0,2,NA,NA,1,1,6,2,2,1,1,0,1,1,0
SAN VICENTE,Rural,Control,3881461,1,40,7,7,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,23,179,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,2,1,1,0,0,1,2,2,1,1,5,1,1,1,0,1,0,0,0
SAN VICENTE,Rural,Control,3881461,1,40,7,7,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,23,179,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,1,3,1,1,1,0,2,NA,NA,1,1,5,1,1,1,1,0,0,0,0
SAN VICENTE,Rural,Control,3893220,1,34,5,5,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,17,155,1,1,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,1,2,0,1,0,0,1,1,1,1,1,9,1,1,1,1,0,0,0,0
SAN VICENTE,Rural,Control,3893220,1,34,5,5,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,17,155,1,1,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,1,0,1,2,1,1,1,0,1,1,1,1,1,9,1,1,1,0,1,0,0,0
SAN MIGUEL,Rural,Treatment,2624872,1,38,8,8,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,18,104,1,1,1,0,0,0,1,1,0,1,1,0,1,1,0,0,1,0,1,0,1,1,1,1,1,1,1,0,1,1,0,1,1,0,0,0,0,0,1,0,1,1,1,2,0,0,1,0,1,1,1,1,1,5,1,1,1,0,1,1,0,1
SAN MIGUEL,Rural,Treatment,2624872,1,38,8,8,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,18,104,1,1,1,0,0,0,1,1,0,1,1,0,1,1,0,0,1,0,1,0,1,1,1,1,1,1,1,0,1,1,0,1,1,0,0,0,0,0,1,0,1,1,1,2,1,0,0,0,1,2,2,1,1,5,1,1,1,1,0,1,1,0
SAN MIGUEL,Rural,Control,2731712,1,42,6,6,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,16,133,1,1,1,1,0,0,1,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,2,1,0,1,0,1,2,1,1,1,3,1,1,1,0,1,0,0,0
SAN MIGUEL,Rural,Control,2731712,1,42,6,6,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,16,133,1,1,1,1,0,0,1,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,2,1,0,0,0,1,2,2,1,1,3,1,1,1,1,0,0,0,0
SAN MIGUEL,Rural,Control,2703164,0,44,10,10,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,13,85,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,2,NA,NA,1,0,3,2,2,1,0,1,0,0,0
SAN MIGUEL,Rural,Control,2703164,0,44,10,10,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,13,85,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,0,1,2,1,0,0,0,2,NA,NA,1,0,3,2,2,1,1,0,0,0,0
SAN MIGUEL,Rural,Control,2724012,1,42,10,10,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,22,1,1,1,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1,2,1,1,0,2,1,2,1,0,1,0,0,0
SAN MIGUEL,Rural,Control,2724012,1,42,10,10,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,22,1,1,1,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,2,0,1,0,0,2,NA,NA,1,0,2,1,1,1,1,0,0,0,0
SAN MIGUEL,Rural,Control,2724402,1,48,8,8,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,25,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,3,1,1,1,0,1,1,1,1,1,1,2,2,1,0,1,0,0,0
SAN MIGUEL,Rural,Control,2724402,1,48,8,8,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,25,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,2,0,1,0,0,2,NA,NA,1,1,1,1,2,1,1,0,0,0,0
SAN MIGUEL,Rural,Treatment,2621853,0,53,2,2,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,11,0,84,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,2,1,0,0,0,2,NA,NA,1,1,6,1,1,1,1,0,1,1,0
SAN MIGUEL,Rural,Treatment,2621853,0,53,2,2,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,11,0,84,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,0,0,1,0,1,1,1,1,1,6,1,1,1,0,1,1,0,1
SAN MIGUEL,Rural,Treatment,2619304,1,42,14,14,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,19,100,1,0,1,0,0,0,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,1,2,1,0,0,0,1,1,1,1,1,4,1,1,1,1,0,1,1,0
SAN MIGUEL,Rural,Treatment,2619304,1,42,14,14,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,19,100,1,0,1,0,0,0,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,1,2,0,1,0,0,1,1,1,1,1,4,1,1,1,0,1,1,0,1
SAN MIGUEL,Rural,Treatment,2621974,1,45,12,12,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,15,76,1,0,1,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,2,1,1,0,0,1,1,1,1,1,3,1,1,1,0,1,1,0,1
SAN MIGUEL,Rural,Treatment,2621974,1,45,12,12,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,15,76,1,0,1,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,1,2,NA,NA,1,1,3,1,1,1,1,0,1,1,0
SAN MIGUEL,Rural,Treatment,2638926,1,43,13,11,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,8,46,1,1,1,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,2,0,1,0,0,1,1,1,1,1,2,1,1,1,0,1,1,0,1
SAN MIGUEL,Rural,Treatment,2638926,1,43,13,11,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,8,46,1,1,1,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,2,0,1,1,0,1,2,1,1,1,2,1,1,1,1,0,1,1,0
SAN MIGUEL,Rural,Control,2727508,0,42,11,11,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,10,72,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,1,2,1,0,0,0,1,2,2,1,1,3,2,1,1,0,1,0,0,0
