department,urban.rural,treatment,ID_IE,year_survey,month_survey,Sex,Age,Year_HM_ttl,Year_HM_this_school,Highest_Degree,Highest_Degree_other,Degree_Teacher__1,Degree_Teacher__2,Degree_Teacher__3,Degree_Teacher__4,Degree_Teacher__5,Degree_Teacher__6,Degree_Teacher__7,Degree_Teacher__8,Teacher_Title__1,Teacher_Title__2,Teacher_Title__3,Teacher_Title__4,Multi_shift_G1__1,Multi_shift_G1__2,Multi_shift_G2__1,Multi_shift_G2__2,Multi_shift_G3__1,Multi_shift_G3__2,Multi_shift_G4__1,Multi_shift_G4__2,Multi_shift_G5__1,Multi_shift_G5__2,Multi_shift_G6__1,Multi_shift_G6__2,Multi_shift_G7__1,Multi_shift_G7__2,Multi_shift_G8__1,Multi_shift_G8__2,Multi_shift_G9__1,Multi_shift_G9__2,Number_Female_G1_Students_AM,Number_Male_G1_Students_AM,Number_Female_G2_Students_AM,Number_Male_G2_Students_AM,Number_Female_G3_Students_AM,Number_Male_G3_Students_AM,Number_Female_G4_Students_AM,Number_Male_G4_Students_AM,Number_Female_G5_Students_AM,Number_Male_G5_Students_AM,Number_Female_G6_Students_AM,Number_Male_G6_Students_AM,Number_Female_G7_Students_AM,Number_Male_G7_Students_AM,Number_Female_G8_Students_AM,Number_Male_G8_Students_AM,Number_Female_G9_Students_AM,Number_Male_G9_Students_AM,Number_Female_G1_Students_PM,Number_Male_G1_Students_PM,Number_Female_G2_Students_PM,Number_Male_G2_Students_PM,Number_Female_G3_Students_PM,Number_Male_G3_Students_PM,Number_Female_G4_Students_PM,Number_Male_G4_Students_PM,Number_Female_G5_Students_PM,Number_Male_G5_Students_PM,Number_Female_G6_Students_PM,Number_Male_G6_Students_PM,Number_Female_G7_Students_PM,Number_Male_G7_Students_PM,Number_Female_G8_Students_PM,Number_Male_G8_Students_PM,Number_Female_G9_Students_PM,Number_Male_G9_Students_PM,Number_of_Teachers,Vice_Headmaster,Multi_section_G2__1,Multi_section_G2__2,Multi_section_G7__1,Multi_section_G7__2,Enrol_Female_G1_AM,Enrol_Male_G1_AM,Enrol_Female_G2_AM,Enrol_Male_G2_AM,Enrol_Female_G3_AM,Enrol_Male_G3_AM,Enrol_Female_G7_AM,Enrol_Male_G7_AM,Enrol_Female_G8_AM,Enrol_Male_G8_AM,Enrol_Female_G9_AM,Enrol_Male_G9_AM,Enrol_Female_G1_PM,Enrol_Male_G1_PM,Enrol_Female_G2_PM,Enrol_Male_G2_PM,Enrol_Female_G3_PM,Enrol_Male_G3_PM,Enrol_Female_G7_PM,Enrol_Male_G7_PM,Enrol_Female_G8_PM,Enrol_Male_G8_PM,Enrol_Female_G9_PM,Enrol_Male_G9_PM,Dropout_Female_G1_AM,Dropout_Male_G1_AM,Dropout_Female_G2_AM,Dropout_Male_G2_AM,Dropout_Female_G3_AM,Dropout_Male_G3_AM,Dropout_Female_G7_AM,Dropout_Male_G7_AM,Dropout_Female_G8_AM,Dropout_Male_G8_AM,Dropout_Female_G9_AM,Dropout_Male_G9_AM,Dropout_Female_G1_PM,Dropout_Male_G1_PM,Dropout_Female_G2_PM,Dropout_Male_G2_PM,Dropout_Female_G3_PM,Dropout_Male_G3_PM,Dropout_Female_G7_PM,Dropout_Male_G7_PM,Dropout_Female_G8_PM,Dropout_Male_G8_PM,Dropout_Female_G9_PM,Dropout_Male_G9_PM,Transfer_Female_G1_AM,Transfer_Male_G1_AM,Transfer_Female_G2_AM,Transfer_Male_G2_AM,Transfer_Female_G3_AM,Transfer_Male_G3_AM,Transfer_Female_G7_AM,Transfer_Male_G7_AM,Transfer_Female_G8_AM,Transfer_Male_G8_AM,Transfer_Female_G9_AM,Transfer_Male_G9_AM,Transfer_Female_G1_PM,Transfer_Male_G1_PM,Transfer_Female_G2_PM,Transfer_Male_G2_PM,Transfer_Female_G3_PM,Transfer_Male_G3_PM,Transfer_Female_G7_PM,Transfer_Male_G7_PM,Transfer_Female_G8_PM,Transfer_Male_G8_PM,Transfer_Female_G9_PM,Transfer_Male_G9_PM,Repeat_Female_G1_AM,Repeat_Male_G1_AM,Repeat_Female_G2_AM,Repeat_Male_G2_AM,Repeat_Female_G3_AM,Repeat_Male_G3_AM,Repeat_Female_G7_AM,Repeat_Male_G7_AM,Repeat_Female_G8_AM,Repeat_Male_G8_AM,Repeat_Female_G9_AM,Repeat_Male_G9_AM,Repeat_Female_G1_PM,Repeat_Male_G1_PM,Repeat_Female_G2_PM,Repeat_Male_G2_PM,Repeat_Female_G3_PM,Repeat_Male_G3_PM,Repeat_Female_G7_PM,Repeat_Male_G7_PM,Repeat_Female_G8_PM,Repeat_Male_G8_PM,Repeat_Female_G9_PM,Repeat_Male_G9_PM,School_Facility__1,School_Facility__2,School_Facility__3,School_Facility__4,School_Facility__5,School_Facility__6,School_Facility__7,School_Facility__8,Internet_Place__1,Internet_Place__2,Internet_Place__3,Internet_Place__4,Meal_Provision,Supplement_Class,Donor_Project__1,Donor_Project__2,Donor_Project__3,Donor_Project__4,Donor_Project__5,Donor_Project__6,Donor_Project__7,Donor_Project__8,Donor_Project__9,Donor_Project__10,Donor_Project__11,Donor_Project__12,Donor_Project__13,Donor_Project__14,Donor_Project__15,Donor_Project__16,Donor_Project__17,Donor_Project__18,Donor_Project__19,Donor_Project__20,treatment_d,Highest_Degree_highschool,Highest_Degree_bachelor,Highest_Degree_master,Highest_Degree_doctor,Highest_Degree_professorate,Number_G1_Students_AM,Number_G2_Students_AM,Number_G3_Students_AM,Number_G4_Students_AM,Number_G5_Students_AM,Number_G6_Students_AM,Number_G7_Students_AM,Number_G8_Students_AM,Number_G9_Students_AM,Number_G1_Students_PM,Number_G2_Students_PM,Number_G3_Students_PM,Number_G4_Students_PM,Number_G5_Students_PM,Number_G6_Students_PM,Number_G7_Students_PM,Number_G8_Students_PM,Number_G9_Students_PM,Number_G1_Students_AM_r,Number_G2_Students_AM_r,Number_G3_Students_AM_r,Number_G4_Students_AM_r,Number_G5_Students_AM_r,Number_G6_Students_AM_r,Number_G7_Students_AM_r,Number_G8_Students_AM_r,Number_G9_Students_AM_r,Number_G1_Students_PM_r,Number_G2_Students_PM_r,Number_G3_Students_PM_r,Number_G4_Students_PM_r,Number_G5_Students_PM_r,Number_G6_Students_PM_r,Number_G7_Students_PM_r,Number_G8_Students_PM_r,Number_G9_Students_PM_r,Number_total_Students,repeat_rate_g2_am,repeat_rate_g7_am,repeat_rate_g2_pm,repeat_rate_g7_pm,drop_out_rate_g2_am,drop_out_rate_g7_am,drop_out_rate_g2_pm,drop_out_rate_g7_pm,Donor_Project
SAN MIGUEL,Rural,Treatment,419730,2018,2,1,54,16,2,2,,1,1,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,1,1,1,1,1,0,11,16,17,27,18,17,25,18,17,8,18,14,26,26,23,22,20,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,8,7,6,4,7,NA,NA,14,1,1,0,1,0,17,28,18,19,21,19,24,26,23,22,25,15,NA,NA,NA,NA,NA,NA,10,8,0,0,NA,NA,1,1,3,2,0,1,2,2,0,0,1,0,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,1,1,2,2,0,1,2,0,0,0,1,0,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,0,0,2,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,1,1,1,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,27,44,35,43,25,32,52,45,40,NA,NA,NA,NA,NA,15,13,11,NA,27,44,35,43,25,32,52,45,40,0,0,0,0,0,15,13,11,0,382,0,0,NA,0,0.135135135,0.08,NA,0,1
SAN MIGUEL,Rural,Control,432913,2018,2,0,50,9,9,2,,1,1,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,13,15,10,12,8,14,15,12,9,15,11,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,12,10,14,10,16,10,1,0,0,0,1,15,13,9,13,17,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,15,11,15,14,18,2,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,1,1,2,2,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,1,1,2,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,1,1,1,1,0,0,1,1,1,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,0,0,28,22,22,27,24,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,24,26,28,22,22,27,24,25,0,0,0,0,0,0,0,0,0,26,24,26,224,0,NA,NA,0,0,NA,NA,0.148148148,1
SAN MIGUEL,Rural,Control,432229,2018,2,0,59,14,13,2,,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1,0,16,14,7,14,11,17,12,9,14,16,NA,NA,13,13,24,13,9,9,3,0,1,1,2,0,4,2,1,1,12,9,NA,NA,NA,NA,NA,NA,9,1,0,0,0,0,11,20,15,18,17,14,23,15,12,11,13,10,0,0,3,0,1,0,NA,NA,NA,NA,NA,NA,0,0,3,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,1,0,1,1,1,3,0,0,0,0,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,30,21,28,21,30,NA,26,37,18,3,2,2,6,2,21,NA,NA,NA,30,21,28,21,30,0,26,37,18,3,2,2,6,2,21,0,0,0,247,0.060606061,0,0,NA,0.090909091,0.026315789,0,NA,1
SAN MIGUEL,Rural,Control,430300,2018,2,1,60,16,16,5,,1,1,0,0,0,0,0,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,14,16,15,18,13,20,21,16,15,13,34,22,15,13,10,13,13,14,11,17,11,19,8,22,19,8,11,16,NA,NA,10,18,11,12,18,9,16,1,0,0,0,0,12,18,14,19,20,13,12,14,18,15,18,15,12,18,7,22,19,15,13,13,18,12,11,18,0,0,0,1,1,0,4,2,2,0,0,2,2,1,0,1,0,4,0,4,1,3,3,3,0,1,0,1,0,0,2,0,1,0,1,0,0,1,0,0,0,3,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,1,1,0,1,1,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,30,33,33,37,28,56,28,23,27,28,30,30,27,27,NA,28,23,27,30,33,33,37,28,56,28,23,27,28,30,30,27,27,0,28,23,27,515,0,0,0.034482759,0.038461538,0.03030303,0.230769231,0.034482759,0.153846154,1
SAN MIGUEL,Rural,Control,434443,2018,1,1,53,2,2,5,,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,5,16,7,7,5,9,11,9,7,6,6,8,6,7,6,8,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,1,0,0,0,0,8,11,5,9,11,9,5,8,5,4,7,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0,0,0,0,0,0,1,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,0,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,1,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1,1,0,0,0,0,0,1,21,14,14,20,13,14,13,14,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,14,14,20,13,14,13,14,10,0,0,0,0,0,0,0,0,0,133,0.071428571,0,NA,NA,0,0.076923077,NA,NA,1
SAN MIGUEL,Rural,Treatment,418596,2018,2,1,50,2,2,2,,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,17,16,18,20,11,24,16,20,11,14,14,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,18,17,23,16,18,5,1,1,0,0,1,12,13,14,16,9,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,20,14,18,13,15,1,2,1,3,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,4,2,1,2,0,0,1,0,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,2,1,0,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,1,0,1,1,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,33,38,35,36,25,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,40,34,33,38,35,36,25,31,0,0,0,0,0,0,0,0,0,45,40,34,317,0,NA,NA,0,0.133333333,NA,NA,0.114285714,0
SAN MIGUEL,Rural,Treatment,420786,2018,2,0,53,3,3,5,,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,7,4,6,6,4,4,3,1,7,5,5,4,6,8,2,6,3,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1,0,0,0,0,8,7,6,7,3,0,3,7,5,6,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,2,1,0,0,1,2,2,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,0,0,1,1,NA,NA,NA,NA,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0,0,0,1,11,12,8,4,12,9,14,8,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,12,8,4,12,9,14,8,8,0,0,0,0,0,0,0,0,0,86,0,0.1,NA,NA,0.230769231,0.3,NA,NA,1
SAN MIGUEL,Rural,Treatment,419634,2018,2,0,52,24,18,3,,0,1,1,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,1,0,1,0,1,0,16,17,20,13,17,17,NA,NA,NA,NA,NA,NA,22,31,28,18,12,21,NA,NA,NA,NA,NA,NA,17,16,16,20,10,14,NA,NA,NA,NA,NA,NA,14,1,1,0,1,0,15,6,18,20,17,18,29,20,11,22,20,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,0,0,0,1,1,2,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,0,0,0,1,1,2,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,0,0,0,0,0,1,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,33,33,34,NA,NA,NA,53,46,33,NA,NA,NA,33,36,24,NA,NA,NA,33,33,34,0,0,0,53,46,33,0,0,0,33,36,24,0,0,0,325,0,0.020408163,NA,NA,0,0.06122449,NA,NA,1
SAN MIGUEL,Rural,Control,431802,2018,2,1,54,7,7,5,,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,10,10,14,17,13,16,11,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,12,11,20,11,14,9,8,4,8,12,1,0,0,0,0,12,17,12,20,11,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,8,6,6,8,11,4,3,1,2,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,2,1,3,1,1,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,2,4,2,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0,0,1,1,1,1,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,1,20,31,29,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,31,25,17,12,20,31,29,17,0,0,0,0,0,0,0,0,0,20,31,25,17,12,202,0.09375,NA,NA,0,0.09375,NA,NA,0.111111111,1
SAN MIGUEL,Rural,Control,433256,2018,2,1,49,19,19,5,,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20,23,24,21,30,17,16,19,15,16,17,18,20,29,21,8,19,12,7,12,15,14,7,13,7,5,8,13,11,10,7,15,7,12,9,8,16,2,1,0,0,0,26,18,34,21,15,17,23,18,20,12,17,16,11,14,9,10,7,7,8,14,12,14,7,7,2,0,3,1,0,0,2,1,0,1,0,1,0,1,1,0,1,1,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,1,0,0,0,5,2,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0,0,1,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,43,45,47,35,31,35,49,29,31,19,29,20,12,21,21,22,19,17,43,45,47,35,31,35,49,29,31,19,29,20,12,21,21,22,19,17,525,0,0,0,0.045454545,0.072727273,0.073170732,0.052631579,0.045454545,1
SAN MIGUEL,Rural,Control,431814,2018,3,1,40,5,5,5,,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,18,15,11,18,11,16,21,23,21,26,29,24,20,14,20,8,25,23,22,20,21,21,19,26,8,18,12,11,12,22,13,16,27,26,17,12,31,2,0,1,0,0,11,19,12,19,12,13,20,13,28,22,17,15,22,27,20,25,20,31,33,30,16,14,18,32,0,1,0,0,0,6,0,0,0,0,0,0,0,8,4,2,5,0,3,4,0,1,2,4,0,1,0,0,0,6,0,0,0,0,0,0,0,8,4,2,5,0,3,4,0,1,2,4,0,1,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,33,29,27,44,47,53,34,28,48,42,42,45,26,23,34,29,53,29,33,29,27,44,47,53,34,28,48,42,42,45,26,23,34,29,53,29,666,0,0,0,0,0,0,0.133333333,0.111111111,1
SAN MIGUEL,Urbana,Control,428482,2018,1,1,57,3,3,5,,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,25,24,24,24,36,29,24,21,28,26,23,10,22,17,16,12,12,12,28,24,12,12,16,13,19,18,15,5,15,12,29,10,15,11,13,12,26,2,1,0,0,0,25,35,27,22,27,17,16,15,15,15,14,12,14,25,23,17,19,26,16,12,11,14,12,17,1,4,1,1,2,0,0,1,2,1,4,0,1,7,4,1,1,5,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,3,2,0,0,2,3,0,0,0,0,0,0,1,1,1,1,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,49,48,65,45,54,33,39,28,24,52,24,29,37,20,27,39,26,25,49,48,65,45,54,33,39,28,24,52,24,29,37,20,27,39,26,25,664,0,0,0,0,0.040816327,0.032258065,0.125,0.071428571,1
SAN MIGUEL,Urbana,Treatment,415170,2018,2,0,54,2,2,2,,0,1,1,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,41,48,34,57,47,41,47,62,45,43,34,48,60,54,57,58,51,52,43,35,32,25,18,23,20,31,31,25,29,34,30,45,28,38,28,32,43,2,0,0,1,1,39,54,42,34,48,67,48,59,50,45,61,65,37,35,31,26,25,37,26,44,33,34,43,28,3,1,2,6,0,2,0,2,1,0,1,0,2,7,4,4,1,3,0,0,6,2,0,2,3,1,2,6,0,2,0,2,1,0,1,0,2,7,4,4,1,3,0,0,6,2,0,2,1,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,2,0,0,0,0,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1,0,0,1,0,1,0,0,0,0,0,1,1,0,1,1,0,1,0,1,1,0,1,0,0,0,89,91,88,109,88,82,114,115,103,78,57,41,51,56,63,75,66,60,89,91,88,109,88,82,114,115,103,78,57,41,51,56,63,75,66,60,1426,0.013157895,0,0,0.042857143,0.105263158,0.018691589,0.140350877,0,1
SAN MIGUEL,Urbana,Control,430286,2018,1,0,68,1,0,5,,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,17,16,23,18,15,20,19,22,19,15,15,12,14,26,14,22,9,13,4,11,8,9,8,4,5,15,13,10,5,4,10,1,4,7,5,3,25,2,1,0,1,0,17,19,16,24,19,17,16,20,18,23,17,12,7,10,8,4,4,13,7,6,6,4,8,9,0,0,0,0,0,0,4,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,33,41,35,41,34,27,40,36,22,15,17,12,20,23,9,11,11,8,33,41,35,41,34,27,40,36,22,15,17,12,20,23,9,11,11,8,435,0.05,0.111111111,0,0,0,0.194444444,0,0,1
SAN MIGUEL,Urbana,Control,429613,2018,1,1,59,16,16,5,,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,16,22,4,31,11,17,10,22,10,17,7,19,8,25,10,23,8,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,1,0,0,0,0,5,33,13,18,11,17,15,22,10,19,16,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,1,2,2,0,1,0,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1,2,1,0,1,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,0,1,0,0,2,0,1,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,38,35,28,32,27,26,33,33,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,38,35,28,32,27,26,33,33,30,0,0,0,0,0,0,0,0,0,282,0.032258065,0.054054054,NA,NA,0.096774194,0.027027027,NA,NA,1
SAN MIGUEL,Rural,Control,434096,2018,2,1,48,18,8,2,,0,1,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,10,9,5,7,5,6,2,10,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,9,9,7,1,3,7,9,3,1,0,0,0,0,10,9,5,7,5,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,7,1,3,7,9,0,1,0,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,0,0,0,1,0,1,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,1,3,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,1,1,1,0,0,0,1,1,NA,NA,NA,NA,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,19,12,11,12,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,16,4,16,19,12,11,12,7,0,0,0,0,0,0,0,0,0,12,16,4,16,109,0,NA,NA,0,0.166666667,NA,NA,0.25,1
SAN MIGUEL,Urbana,Treatment,415656,2018,1,0,51,0,0,5,,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,38,46,34,48,43,37,38,45,26,35,21,46,47,44,41,36,29,52,22,20,20,16,10,18,16,24,13,15,20,27,20,8,14,16,23,15,58,2,1,0,1,0,34,58,47,41,41,49,41,48,30,64,35,42,17,23,19,22,13,27,22,19,22,19,13,23,1,1,2,3,2,5,2,10,2,6,2,1,0,3,1,1,0,0,8,3,1,3,2,1,1,0,1,1,1,2,0,3,1,2,1,1,0,1,1,0,2,0,4,1,0,1,1,0,0,3,3,2,1,8,0,3,2,2,1,0,0,1,0,2,0,1,1,3,2,1,0,0,1,1,1,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,84,82,80,83,61,67,91,77,81,42,36,28,40,28,47,28,30,38,84,82,80,83,61,67,91,77,81,42,36,28,40,28,47,28,30,38,1023,0.056818182,0.033707865,0.048780488,0.097560976,0.056818182,0.134831461,0.048780488,0.268292683,1
